id,Name_Eng,Name_Tel,Arohana_Swaras,Avarohana_Swaras,Arohana_Order,Avarohana_Order,category,melam_num,janaka_melam,janaka,chakra,alternates,one_swara_diff,src,is_vakra
3599,aghora priya,అఘోరప్రియ,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'm1', 'g2', 's']",S|R1|G2|M1|P|D2|N2|S',S'|N2|D2|M1|G2|S,సంపూర్ణ-ఔడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,0
3613,nadanamakriya,నాదానామక్రియ,"['s', 'r1', 'm1', 'g3', 'm1', 'p', 'd1', 'n3']","['n3', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|M1|G3|M1|P|D1|N3,N3|D1|P|M1|G3|R1|S,సంపూర్ణ,,15,మాయామాళవగౌళ రాగము,,[],"['మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'గౌళ', 'మలహరి', 'పరజు']",,1
3619,aasa manjari,ఆసమంజరి,"['s', 'r1', 'g3', 'p', 'd1', 's.']","['s.', 'n3', 'p', 'm1', 'r1', 's']",S|R1|G3|P|D1|S',S'|N3|P|M1|R1|S,ఔడవ,,15,మాయామాళవగౌళ రాగము,,"['అసమంజరి', 'హసామంజరి']","['కామవర్ధిని', 'ఆనంద', 'నాదానమక్రియ', 'సౌరాస్త్రం', 'పూర్వి']",,0
3651,hamsa kambhoji,హంసకాంభోజి,"['s', 'r1', 'g3', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'r1', 's']",S|R1|G3|M1|D1|N2|S',S'|N2|D1|P|M1|R1|S,షాడవ,,14,వకుళాభరణం,,[],"['తోడీ', 'ధన్యాసి', 'నలత్తం', ' అసావేరి', 'మాయామాళవగౌళ రాగము']",,0
3653,bhargavi,భార్గవి,"['s', 'g1', 'm2', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm2', 'g1', 's']",S|G1|M2|P|D1|N1|S',S'|N1|D1|P|M2|G1|S,షాడవ,,37,సాలగం,,[],"['మలయమరుతమ్', 'సాలగభైరవి', 'గోదారి', 'సాలగం', 'సింహారావ']",,0
3688,danvi,దన్వి,"['s', 'r1', 'g3', 'm1', 'n1', 's.']","['s.', 'n1', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|N1|S',S'|N1|M1|G3|R1|S,ఔడవ,,13,గాయకప్రియ,,[],"['వ్రాజినాహరిని', 'వామలోచన', 'త్రిదశిరంజని', 'తపసప్రియ', 'తపనన్']",,0
3702,gamanashrama,గమనశ్రమ,"['s', 'r1', 'g3', 'm2', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm2', 'g3', 'r1', 's']",S|R1|G3|M2|P|D2|N3|S',S'|N3|D2|P|M2|G3|R1|S,సంపూర్ణ,53,,,బ్రహ్మ,[],"['కామవర్ధిని', 'హంసానంది', 'సౌరాస్త్రం', 'పూర్వి', ' హామీర్కళ్యాణి']",,0
3712,viravikrama,వీరవిక్రమ,"['s', 'r1', 'g1', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D2|N2|S',S'|N2|D2|P|M1|G1|R1|S,సంపూర్ణ,,4,వనస్పతి,,[],"['వేగవాహిని', 'నాటకప్రియ', 'వినదరి', 'మనోరంజనీ', 'రసాలి']",,0
3735,sulini,శూలిని,"['s', 'r3', 'g3', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g3', 'r3', 's']",S|R3|G3|M1|P|D2|N3|S',S'|N3|D2|P|M1|G3|R3|S,సంపూర్ణ,35,,,ఋతు,[],"['ధీరశంకరాభరణం', 'బిలహరి', 'కనడ', 'దర్బార్', 'దేవగాంధారి']",,0
3741,ratnangi,రత్నాంగి,"['s', 'r1', 'g1', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D1|N2|S',S'|N2|D1|P|M1|G1|R1|S,సంపూర్ణ,2,,,ఇందు,[],"['తోడీ', 'ధన్యాసి', 'ఆనంద', ' అసావేరి', 'వసంతక']",Raga pravaha by Dhandapani MN & D pattammal,0
3746,mangaladhanyasi,మంగళధన్యాసి,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'g2', 'r1', 's']",S|R1|G2|M1|P|N2|S',S'|N2|D2|P|G2|R1|S,షాడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,0
3771,usanan,ఉసనన్,"['s', 'r1', 'm1', 'p', 'd1', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|D1|S',S'|N3|D1|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,9,ధేనుక,,[],"['తోడీ', 'ధన్యాసి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి']",,0
3784,amsumali,అంసుమలి,"['s', 'r1', 'm1', 'd2', 's.']","['s.', 'n2', 'p', 'm1', 'g2', 's']",S|R1|M1|D2|S',S'|N2|P|M1|G2|S,స్వరాంతర-ఔడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'దేవమనోహారి']",,0
3785,sucharitra,సుచరిత్ర,"['s', 'r3', 'g3', 'm2', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm2', 'g3', 'r3', 's']",S|R3|G3|M2|P|D1|N1|S',S'|N1|D1|P|M2|G3|R3|S,సంపూర్ణ,67,,,ఆదిత్య,[],"['కుంతలం', 'కాంతామణి', 'జ్యోతిస్వరూపిణి', 'కళావతి', 'ధవళాంబరి']",,0
3793,lalitha,లలిత,"['s', 'r1', 's', 'm1', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'm1', 'g3', 'r1', 's']",S|R1|S|M1|D1|N3|S',S'|N3|D1|M1|G3|R1|S,ఔడవ-షాడవ,,15,మాయామాళవగౌళ రాగము,,[],"['నాదానమక్రియ', 'మాయామాళవగౌళ రాగము', 'వసంత', 'గౌళిపంతు', 'గౌళ']",,1
3806,sujaskavali,సుజస్కావళి,"['s', 'm1', 'g3', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'd1', 'n1', 'd1', 'p', 'm1', 'g3', 's']",S|M1|G3|M1|P|D1|N1|S',S'|D1|N1|D1|P|M1|G3|S,షాడవ,,13,గాయకప్రియ,,[],"['ఆరభి', 'రంజనీ', 'మలహరి', 'మారరంజని', 'కల్గడ']",,3
3811,visharada,విశారద,"['s', 'r1', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'p', 'm1', 'r1', 's']",S|R1|M1|P|N3|S',S'|N3|P|M1|R1|S,ఔడవ,,15,మాయామాళవగౌళ రాగము,,[],"['రేవతీ', 'పరై', 'గౌళ', 'హంస', 'పహాడి']",Raga pravaha by Dhandapani MN & D pattammal,0
3850,ghantaravam,ఘంటారావం,"['m2', 'p', 'd3', 'n3', 's', 'r1', 'g1', 'm2', 'p', 'g1']","['n3', 'p', 'm2', 'p', 'd3', 'n3', 's', 'n3', 'p']",M2|P|D3|N3|S|R1|G1|M2|P|G1,N3|P|M2|P|D3|N3|S|N3|P,సంపూర్ణ-ఔడవ,,42,రఘప్రియ,,[],"['రఘప్రియ', 'రవిక్రియ', 'విజయష్రి', 'సుఖస్వరవళి', 'రిషభవాహిని']",,1
3854,kamalapati,కమలాపతి,"['s', 'g1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'g1', 's']",S|G1|P|D3|N3|S',S'|N3|D3|P|G1|S,ఔడవ,,6,తానరూపి,,[],"['విఫణి', 'వరవర్ణిని', 'తావి', 'సారిక', 'సైరంధ్రి']",Raga pravaha by Dhandapani MN & D pattammal,0
3868,gnanasvarupini,జ్ఞానస్వరూపిణి,"['s', 'r1', 'g1', 'p', 'd3', 's.']","['s.', 'd3', 'p', 'g1', 'r1', 's']",S|R1|G1|P|D3|S',S'|D3|P|G1|R1|S,ఔడవ,,6,తానరూపి,,[],"[' విభవరి', 'వల్లిక', 'తమస్విని', 'శశాంకకిరణ', 'సారిక']",Raga pravaha by Dhandapani MN & D pattammal,0
3873,janya thodi,జన్య తోడి,"['s', 'r1', 'g2', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|D1|N2|S',S'|N2|D1|M1|G2|R1|S,షాడవ,,8,హనుమతోడి,,[],"['తోడీ', 'ధన్యాసి', 'హిందోళం', 'పున్నాగవరాలి', ' అసావేరి']",Raga pravaha by Dhandapani MN & D pattammal,0
3880,ganamurti,గానమూర్తి,"['s', 'r1', 'g1', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D1|N3|S',S'|N3|D1|P|M1|G1|R1|S,సంపూర్ణ,3,,,ఇందు,[],"['వరాలి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'అమృతవర్షని', 'పరజు']",Raga pravaha by Dhandapani MN & D pattammal,0
3897,dhairyamukhi,ధైర్యముఖి,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 's.']","['s.', 'n3', 'p', 'm1', 'p', 'r1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|S',S'|N3|P|M1|P|R1|G2|R1|S,షాడవ,,9,ధేనుక,,[],"['తోడీ', 'ధన్యాసి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి']",,2
3902,chandrika todi,చంద్రిక తోడి,"['s', 'g2', 'm1', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm1', 'g2', 's']",S|G2|M1|P|D1|S',S'|D1|P|M1|G2|S,ఔడవ,,8,హనుమతోడి,,[],"['హిందోళం', 'హంస', 'హిందోళవసంత', 'కాటారం', 'చిత్తరంజని']",,0
3903,citramani,చిత్రమణి,"['s', 'r1', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|M1|P|D2|N3|S',S'|N3|D2|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,5,మానవతి,,[],"['సౌరాస్త్రం', 'ఆహిరి', 'కోకిలప్రియ', 'వనస్పతి', ' గానమూర్తి']",,0
3905,chandra kantha,చంద్రకాంత,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|P|D1|N2|D1|P|M1|G2|S|R1|S,షాడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,2
3917,kanaka mandana,కనక మందన,"['s', 'r1', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'd1', 'p', 'm1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D1|N2|S',S'|D1|P|M1|P|M1|G2|R1|S,సంపూర్ణ-షాడవ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,2
3920,lavanyavathi,లావణ్యవతి,"['s', 'r1', 'g2', 'm1', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|D3|N3|S',S'|N3|D3|M1|G2|R1|S,షాడవ,,12,రూపవతి,,[],"['రూపవతి', 'వత్స', 'వసుకరి', 'వసంతతోడి', 'త్రియమ']",,0
3921,nataka thodi,నాటకతోడి,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D2|N2|S',S'|D2|P|M1|G2|R1|S,సంపూర్ణ-షాడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'సహానాయకన్', 'శ్రీరంజని']",,0
3924,sudalayadi,సుదలయాది,"['s', 'g3', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'g3', 's']",S|G3|P|D1|N2|S',S'|N2|D1|P|G3|S,ఔడవ,,14,వకుళాభరణం,,[],"['వలజి', 'తిలంగ్', 'వసంతి', 'దేశక్సి', 'విపుల']",,0
3940,lasaki,లాసకి,"['s', 'r1', 'm1', 'p', 'n2', 's.']","['s.', 'p', 'm1', 'g3', 'r1', 's']",S|R1|M1|P|N2|S',S'|P|M1|G3|R1|S,ఔడవ,,14,వకుళాభరణం,,[],"['ఆనంద', ' అసావేరి', 'రేవతీ', 'నాగకురింజి', 'వసంతక']",,0
3970,ramapriya,రామప్రియ,"['s', 'r1', 'g3', 'm2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm2', 'g3', 'r1', 's']",S|R1|G3|M2|P|D2|N2|S',S'|N2|D2|P|M2|G3|R1|S,సంపూర్ణ,52,,,బ్రహ్మ,[],"['నలత్తం', 'సారంగ', 'వాచస్పతి', 'నమై', 'వేగవాహిని']",,0
3999,nagasamantam,నాగసమంతం,"['s', 'r1', 'p', 'm1', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm1', 'r1', 's']",S|R1|P|M1|P|D1|S',S'|D1|P|M1|R1|S,ఔడవ,,13,గాయకప్రియ,,[],"[' అసావేరి', 'రేవతీ', 'మలహరి', 'పహాడి', 'వసంతభైరవి']",,1
4015,lokapriya,లోకప్రియ,"['s', 'r1', 'g3', 'm1', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|D1|N1|S',S'|N1|D1|M1|G3|R1|S,షాడవ,,13,గాయకప్రియ,,[],"['రంజనీ', 'మలహరి', 'లలిత', 'కల్గడ', 'మాలావశ్రీ']",,0
4045,saradha bhairavi,శారదభైరవి,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'p', 'g2', 'r1', 's']",S|R1|G2|M1|P|D2|N3|S',S'|N3|P|G2|R1|S,సంపూర్ణ-ఔడవ,,11,కోకిలప్రియ,,[],"['సౌరాస్త్రం', 'ఆహిరి', 'గౌరీమనోహరి', 'నాటకప్రియ', 'గంభిరిని']",,0
4050,kshanika,క్షణిక,"['s', 'g2', 'm1', 'p', 'd1', 's.']","['s.', 'd1', 'p', 'm1', 'g2', 's']",S|G2|M1|P|D1|S',S'|D1|P|M1|G2|S,ఔడవ,,8,హనుమతోడి,,[],"['హిందోళం', 'హంస', 'హిందోళవసంత', 'కాటారం', 'చిత్తరంజని']",Raga pravaha by Dhandapani MN & D pattammal,0
4122,sindhu saveri,సింధు సావేరి,"['s', 'r1', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'p', 'g2', 's']",S|R1|M1|P|D1|S',S'|N2|P|G2|S,ఔడవ-స్వరాంతర,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,0
4143,sama kurinji,సామకురింజి,"['s', 'g2', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'n3', 'p', 'm1', 'g2', 'r1', 's']",S|G2|P|D3|N3|S',S'|N3|D3|N3|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,12,రూపవతి,,[],"['సింహేలం', 'కోకిలప్రియ', 'ధేనుక', 'వరుణప్రియ', 'తానరూపి']",,2
4145,mahila,మహిల,"['s', 'g1', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g1', 's']",S|G1|M1|P|D3|N3|S',S'|N3|D3|P|M1|G1|S,షాడవ,,6,తానరూపి,,[],"['తానరూపి', 'తనుకీర్తి', 'విఫణి', 'వసుకరి', 'వరవర్ణిని']",,0
4148,yagapriya,యాగప్రియ,"['s', 'r3', 'g3', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'g3', 'r3', 's']",S|R3|G3|M1|P|D1|N1|S',S'|N1|D1|P|M1|G3|R3|S,సంపూర్ణ,31,,,ఋతు,['యాగప్రియ'],"['రంజనీ', 'సుచరిత్ర', 'రాగవర్ధిని', 'మారరంజని', 'కల్గడ']",,0
4167,abhogi,అభోగి,"['s', 'r2', 'g2', 'm1', 'p', 'd2', 's.']","['s.', 'd2', 'm1', 'g2', 'r2', 's']",S|R2|G2|M1|P|D2|S',S'|D2|M1|G2|R2|S,షాడవ-ఔడవ,,22,ఖరహరప్రియ,,[],"['ఖరహరప్రియ', 'శ్రీ', 'సురటి', 'సుధ', 'సహానాయకన్']",,0
4200,chakravakam,చక్రవాకం,"['s', 'r1', 'g3', 'm1', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|D2|N2|S',S'|N2|D2|P|M1|G3|R1|S,సంపూర్ణ,16,,,అగ్ని,[],"['యదుకులకాంభోజి', 'హరికాంభోజి', 'ఖమస్', 'ఆనంద', 'కేదారగౌళ']",,0
4204,rasikapriya,రసికప్రియ,"['s', 'r3', 'g3', 'm2', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm2', 'g3', 'r3', 's']",S|R3|G3|M2|P|D3|N3|S',S'|N3|D3|P|M2|G3|R3|S,సంపూర్ణ,72,,,ఆదిత్య,[],"['నాటా', 'గంభీరనటా', 'ధాతువర్ధని', 'విశ్వంబరి', 'విజయవసంతం']",,0
4215,saveri,సావేరి,"['s', 'r1', 'm2', 'p', 'd1', 's.']","['s.', 'n1', 'd1', 'p', 'm2', 'g1', 'r1', 's']",S|R1|M2|P|D1|S',S'|N1|D1|P|M2|G1|R1|S,ఔడవ-సంపూర్ణ,,37,సాలగం,,[],"['వరాలి', 'మలయమరుతమ్', 'అమృతవర్షని', 'సింధురామక్రియ', 'కనకాంగి']",,0
4289,ragavasantam,రాగవసంతం,"['s', 'r3', 'm1', 'p', 'n2', 'd1', 's.']","['s.', 'n2', 'd1', 'm1', 'p', 'm1', 'g3', 'r3', 's']",S|R3|M1|P|N2|D1|S',S'|N2|D1|M1|P|M1|G3|R3|S,షాడవ-సంపూర్ణ,,32,రాగవర్ధిని,,[],"['ఆనంద', 'చారుకేశి', 'వసంతక', 'జ్యోతిస్వరూపిణి', 'వగదీశ్వరి']",,2
4294,chitramani,చిత్రమణి,"['s', 'r1', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|M1|P|D2|N3|S',S'|N3|D2|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,11,కోకిలప్రియ,,[],"['సౌరాస్త్రం', 'దేవి', 'ఆహిరి', 'గౌరీమనోహరి', 'నాటకప్రియ']",Raga pravaha by Dhandapani MN & D pattammal,0
4300,girikarnika,గిరికర్ణిక,"['s', 'r1', 'm1', 'p', 'd1', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g1', 'r1', 's']",S|R1|M1|P|D1|N3|S',S'|N3|D1|P|M1|G1|R1|S,షాడవ-సంపూర్ణ,,3,గానమూర్తి,,[],"['వరాలి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'దేవి', 'అమృతవర్షని']",Raga pravaha by Dhandapani MN & D pattammal,0
4356,anikini,అనికిని,"['s', 'r1', 'g2', 'm1', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|D1|N1|S',S'|N1|D1|M1|G2|R1|S,షాడవ,,7,సేనావతి,,[],"['శుధ్ధతోడి', 'సేనవతి', 'కలకమాడి', 'వత్స', 'వసంతతోడి']",,0
4359,saranga bauli,సారంగభౌళి,"['s', 'm1', 'g2', 'm1', 'p', 'd2', 'n2', 'd2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|M1|G2|M1|P|D2|N2|D2|S',S'|N2|D2|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'శ్రీ', 'చక్రవాకం']",,1
4366,magha dhana,మగధన,"['s', 'g2', 'r1', 'm1', 'p', 'd2', 's.']","['s.', 'n2', 'p', 'm1', 'r1', 's']",S|G2|R1|M1|P|D2|S',S'|N2|P|M1|R1|S,షాడవ-ఔడవ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'శ్రీ', 'చక్రవాకం']",,1
4368,poorna swaravali,పూర్ణస్వరావళి,"['s', 'g2', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|P|D3|N3|S',S'|D3|N3|P|M1|R1|G2|S,షాడవ-సంపూర్ణ,,12,రూపవతి,,[],"['దేవి', 'సింహేలం', 'కోకిలప్రియ', 'ధేనుక', 'వరుణప్రియ']",,2
4374,maraladhvani,మరాళధ్వని,"['s', 'g1', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g1', 's']",S|G1|M1|P|D1|N2|S',S'|N2|D1|P|M1|G1|S,షాడవ,,2,రత్నాంగి,,[],"[' అసావేరి', 'రత్నాంగి', 'జయంతశ్రీ', 'హిందోళవసంత', 'వసంతభైరవి']",,0
4414,bhujanga cintamani,భుజంగచింతామణి,"['s', 'p', 'm1', 'p', 'd1', 'n1', 'd1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|P|M1|P|D1|N1|D1|S',S'|N1|D1|P|M1|G3|R1|S,ఔడవ-సంపూర్ణ,,13,గాయకప్రియ,,[],"['ఆనంద', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'వసంతక', 'మలహరి']",,1
4428,mandamari,మందమారి,"['s', 'r2', 'm1', 'p', 'd2', 's.']","['s.', 'n2', 's', 'd2', 'p', 'm1', 'r2', 'g2', 's']",S|R2|M1|P|D2|S',S'|N2|S|D2|P|M1|R2|G2|S,ఔడవ-సంపూర్ణ,,22,ఖరహరప్రియ,,[],"['భైరవి', 'ముఖరీ', 'యదుకులకాంభోజి', 'హరికాంభోజి', 'ఖమస్']",,2
4430,poorva ramakriya,పూర్వరామక్రియ,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 'n2', 's.']","['s.', 'n2', 'p', 'd2', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|N2|D2|N2|S',S'|N2|P|D2|M1|G2|R1|S,షాడవ-సంపూర్ణ,,10,నాటకప్రియ,,['పూర్వరామక్రియ'],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి', 'శ్రీ']",,1
4456,buddhan,బుద్ధాన్,"['s', 'g2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'g2', 's']",S|G2|P|D2|N2|S',S'|N2|D2|P|G2|S,ఔడవ,,10,నాటకప్రియ,,[],"['వలజి', 'శుద్ధధన్యాసి', 'శివశక్తి', 'జయంతసేన', 'హిందోళగామిని']",,0
4473,vaijayanthi,వైజయంతి,"['s', 'r1', 'g2', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'g2', 'r1', 's']",S|R1|G2|P|D2|S',S'|D2|P|G2|R1|S,ఔడవ,,10,నాటకప్రియ,,[],"['రసికరంజని', 'శ్యామలి', 'విత్తలప్రియ', 'వస్యప్రియ', 'వరుధం']",,0
4509,kaliki,కలికి,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 'n1', 's.']","['s.', 'n1', 'd1', 'p', 'm1', 'r1', 's']",S|R1|G3|M1|P|D1|N1|S',S'|N1|D1|P|M1|R1|S,సంపూర్ణ-షాడవ,,13,గాయకప్రియ,,[],"['ఆనంద', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'వసంతక', 'మలహరి']",,0
4514,naga saka,నాగశక,"['s', 'g2', 'r1', 'g2', 'p', 'd1', 'p', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'p', 'g2', 'r1', 's']",S|G2|R1|G2|P|D1|P|N3|S',S'|N3|D1|P|M1|P|G2|R1|S,షాడవ-సంపూర్ణ,,9,ధేనుక,,[],"['తోడీ', 'ధన్యాసి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి']",,1
4533,nandini,నందిని,"['s', 'm1', 'g3', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g3', 's']",S|M1|G3|M1|P|D3|N3|S',S'|N3|D3|P|M1|G3|S,షాడవ,,30,నాగానందిని,,[],"['కేదరం', 'పూర్ణచంద్రిక', 'నాటా', 'సింహేలం', 'గౌళ']",,1
4535,sindhukriya,సింధుక్రియ,"['s', 'r1', 'g2', 'm1', 'p', 'm1', 'd2', 'n3', 's.']","['s.', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|M1|D2|N3|S',S'|D2|P|M1|G2|R1|S,సంపూర్ణ-షాడవ,,11,కోకిలప్రియ,,[],"['సౌరాస్త్రం', 'దేవి', 'ఆహిరి', 'గౌరీమనోహరి', 'నాటకప్రియ']",,1
4558,jaganmohini,జగన్మోహిని,"['s', 'g3', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'p', 'm1', 'g3', 'r1', 's']",S|G3|M1|P|N3|S',S'|N3|P|M1|G3|R1|S,ఔడవ-షాడవ,,15,మాయామాళవగౌళ రాగము,,[],"['కేదరం', 'పూర్ణచంద్రిక', 'నాదానమక్రియ', 'సౌరాస్త్రం', 'మాయామాళవగౌళ రాగము']",,0
4564,vasantamukhari,వసంతముఖారి,"['s', 'm1', 'g2', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g2', 'r2', 's']",S|M1|G2|M1|P|D3|N3|S',S'|N3|D3|P|M1|G2|R2|S,షాడవ-సంపూర్ణ,,24,వరుణప్రియ,,[],"['కీరవాణి', 'గౌరీమనోహరి', 'కళ్యాణవసంతం', 'గంభిరిని', 'నాగానందిని']",,1
4586,manmagan,మన్మగన్,"['s', 'g2', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 's']",S|G2|M1|P|D2|N3|S',S'|N3|D2|P|M1|G2|S,షాడవ,,11,కోకిలప్రియ,,[],"['కమల', 'అభోగి', 'కరవని', 'గౌరీమనోహరి', 'కోకిలప్రియ']",,0
4587,sarika,సారిక,"['s', 'r1', 'g1', 'p', 'n3', 's.']","['s.', 'n3', 'p', 'g1', 'r1', 's']",S|R1|G1|P|N3|S',S'|N3|P|G1|R1|S,ఔడవ,,5,మానవతి,,[],"['పరై', 'గౌరీ', 'శ్యామలి', 'యామిని', 'విశారద']",,0
